Date,Tournament,Series,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Score
2025-05-23,Hamburg Open,ATP500,Clay,Semifinals,3,Cobolli F.,Etcheverry T.,Cobolli F.,35,55,1480,975,2-6 7-5 6-4
2025-05-23,Hamburg Open,ATP500,Clay,Semifinals,3,Auger-Aliassime F.,Rublev A.,Rublev A.,30,17,1685,2540,1-6 4-6
2025-05-23,Geneva Open,ATP250,Clay,Semifinals,3,Norrie C.,Djokovic N.,Djokovic N.,90,6,657,4080,4-6 7-6 1-6
2025-05-23,Geneva Open,ATP250,Clay,Semifinals,3,Hurkacz H.,Ofner S.,Hurkacz H.,31,128,1665,458,6-3 6-4
2025-05-24,Hamburg Open,ATP500,Clay,The Final,3,Cobolli F.,Rublev A.,Cobolli F.,35,17,1480,2540,6-2 6-4
2025-05-24,Geneva Open,ATP250,Clay,The Final,3,Djokovic N.,Hurkacz H.,Djokovic N.,6,31,4080,1665,5-7 7-6 7-6
2025-05-25,French Open,Grand Slam,Clay,1st Round,5,Dzumhur D.,Tirante T.A.,Dzumhur D.,69,132,875,453,3-6 6-4 6-3 7-5
2025-05-25,French Open,Grand Slam,Clay,1st Round,5,Comesana F.,Carreno Busta P.,Carreno Busta P.,64,99,911,615,2-6 6-7 5-7
2025-05-25,French Open,Grand Slam,Clay,1st Round,5,Bergs Z.,Mpetshi G.,Mpetshi G.,50,37,1051,1414,6-4 3-6 6-7 4-6
2025-05-25,French Open,Grand Slam,Clay,1st Round,5,Shelton B.,Sonego L.,Shelton B.,13,44,2980,1205,6-4 4-6 3-6 6-2 6-3
2025-05-25,French Open,Grand Slam,Clay,1st Round,5,Medjedovic H.,Majchrzak K.,Medjedovic H.,74,96,811,645,6-3 6-3 7-6
2025-05-25,French Open,Grand Slam,Clay,1st Round,5,Schoolkate T.,Fucsovics M.,Fucsovics M.,128,124,464,468,4-6 2-6 2-6
2025-05-25,French Open,Grand Slam,Clay,1st Round,5,Musetti L.,Hanfmann Y.,Musetti L.,7,142,3860,410,7-5 6-2 6-0
2025-05-25,French Open,Grand Slam,Clay,1st Round,5,Monteiro T.,Kopriva V.,Kopriva V.,131,86,454,715,4-6 3-6 6-4 7-6 1-6
2025-05-25,French Open,Grand Slam,Clay,1st Round,5,Moller E.,Paul T.,Paul T.,112,12,511,3210,7-6 2-6 3-6 1-6
2025-05-25,French Open,Grand Slam,Clay,1st Round,5,Navone M.,Nakashima B.,Navone M.,97,32,620,1690,7-6 4-6 6-1 6-2
2025-05-25,French Open,Grand Slam,Clay,1st Round,5,Opelka R.,Hijikata R.,Opelka R.,93,78,651,792,1-6 6-3 7-5 7-6
2025-05-25,French Open,Grand Slam,Clay,1st Round,5,Nava E.,Van De Zandschulp B.,Nava E.,137,89,433,670,6-2 7-5 7-5
2025-05-25,French Open,Grand Slam,Clay,1st Round,5,Galan D.E.,Royer V.,Galan D.E.,122,120,477,478,7-6 6-3 3-6 6-7 7-5
2025-05-25,French Open,Grand Slam,Clay,1st Round,5,Jacquet K.,Borges N.,Borges N.,150,41,388,1285,6-3 7-6 4-6 3-6 3-6
2025-05-25,French Open,Grand Slam,Clay,1st Round,5,Faria J.,Brooksby J.,Brooksby J.,115,161,493,347,1-6 6-3 3-6 2-6
2025-05-25,French Open,Grand Slam,Clay,1st Round,5,Hassan B.,Gigante M.,Gigante M.,220,167,253,338,4-6 2-6 0-6
2025-05-25,French Open,Grand Slam,Clay,1st Round,5,Marozsan F.,Nardi L.,Marozsan F.,56,95,990,645,6-2 6-3 7-6
2025-05-25,French Open,Grand Slam,Clay,1st Round,5,Safiullin R.,Tiafoe F.,Tiafoe F.,72,16,816,2665,4-6 5-7 4-6
2025-05-25,French Open,Grand Slam,Clay,1st Round,5,Michelsen A.,Cerundolo J.M.,Cerundolo J.M.,33,109,1550,530,3-6 2-6 4-6
2025-05-26,French Open,Grand Slam,Clay,1st Round,5,Altmaier D.,Fritz T.,Altmaier D.,66,4,906,4675,7-5 3-6 6-3 6-1
2025-05-26,French Open,Grand Slam,Clay,1st Round,5,Llamas Ruiz P.,Davidovich Fokina A.,Davidovich Fokina A.,872,29,22,1770,3-6 2-6 7-6 3-6
2025-05-26,French Open,Grand Slam,Clay,1st Round,5,Tsitsipas S.,Etcheverry T.,Tsitsipas S.,20,53,2270,1025,7-5 6-3 6-4
2025-05-26,French Open,Grand Slam,Clay,1st Round,5,Zeppieri G.,Alcaraz C.,Alcaraz C.,310,2,172,8850,3-6 4-6 2-6
2025-05-26,French Open,Grand Slam,Clay,1st Round,5,Blanchet U.,Gaston H.,Gaston H.,193,83,289,753,6-2 0-6 6-2 3-6 4-6
2025-05-26,French Open,Grand Slam,Clay,1st Round,5,Kecmanovic M.,Baez S.,Kecmanovic M.,46,38,1146,1410,6-7 6-7 6-4 6-2 6-2
2025-05-26,French Open,Grand Slam,Clay,1st Round,5,Bautista Agut R.,Rune H.,Rune H.,49,10,1064,3440,7-6 4-6 3-6 2-6
2025-05-26,French Open,Grand Slam,Clay,1st Round,5,Korda S.,Darderi L.,Korda S.,23,45,2020,1159,6-2 4-6 6-3 6-2
2025-05-26,French Open,Grand Slam,Clay,1st Round,5,Fearnley J.,Wawrinka S.,Fearnley J.,55,138,991,432,7-6 6-3 6-2
2025-05-26,French Open,Grand Slam,Clay,1st Round,5,Tabilo A.,Cazaux A.,Tabilo A.,61,113,940,508,5-7 6-3 6-2 1-6 6-3
2025-05-26,French Open,Grand Slam,Clay,1st Round,5,Fils A.,Jarry N.,Fils A.,14,149,2845,390,6-3 6-4 6-7 6-3
2025-05-26,French Open,Grand Slam,Clay,1st Round,5,Ramos A.,Ruud C.,Ruud C.,251,8,224,3655,3-6 4-6 2-6
2025-05-26,French Open,Grand Slam,Clay,1st Round,5,Bu Y.,Misolic F.,Misolic F.,70,153,874,374,7-5 6-7 6-7 1-6
2025-05-26,French Open,Grand Slam,Clay,1st Round,5,Sinner J.,Rinderknech A.,Sinner J.,1,75,10380,801,6-4 6-3 7-5
2025-05-26,French Open,Grand Slam,Clay,1st Round,5,Giron M.,Griekspoor T.,Griekspoor T.,43,35,1265,1485,6-4 3-6 4-6 5-7
2025-05-26,French Open,Grand Slam,Clay,1st Round,5,Diallo G.,Cerundolo F.,Diallo G.,54,18,997,2475,7-5 6-3 6-4
2025-05-26,French Open,Grand Slam,Clay,1st Round,5,O Connell C.,Humbert U.,Humbert U.,82,21,762,2155,5-7 3-6 6-7
2025-05-26,French Open,Grand Slam,Clay,1st Round,5,Munar J.,Ugo Carabelli C.,Munar J.,57,51,962,1040,6-4 6-1 7-5
2025-05-26,French Open,Grand Slam,Clay,1st Round,5,Shapovalov D.,Martinez P.,Shapovalov D.,31,48,1701,1070,6-2 6-0 6-3
2025-05-26,French Open,Grand Slam,Clay,1st Round,5,Atmane T.,Gasquet R.,Gasquet R.,121,166,477,339,2-6 6-2 3-6 0-6
2025-05-26,French Open,Grand Slam,Clay,1st Round,5,Ofner S.,Struff J.L.,Ofner S.,108,87,533,690,7-6 6-3 6-7 6-2
2025-05-26,French Open,Grand Slam,Clay,1st Round,5,Thompson J.,Lehecka J.,Lehecka J.,40,34,1375,1505,4-6 2-6 1-6
2025-05-26,French Open,Grand Slam,Clay,1st Round,5,Vukic A.,Khachanov K.,Khachanov K.,80,24,783,1960,4-6 4-6 4-6
2025-05-27,French Open,Grand Slam,Clay,1st Round,5,De Jong J.,Passaro F.,De Jong J.,88,139,690,423,3-6 6-7 6-4 7-6 6-1
2025-05-27,French Open,Grand Slam,Clay,1st Round,5,Tien L.,Zverev A.,Zverev A.,67,3,893,7285,3-6 3-6 4-6
2025-05-27,French Open,Grand Slam,Clay,1st Round,5,Quinn E.,Dimitrov G.,Dimitrov G.,106,17,538,2595,2-6 3-6 6-2
2025-05-27,French Open,Grand Slam,Clay,1st Round,5,Walton A.,Marterer M.,Walton A.,91,239,653,233,7-6 4-6 6-3 2-6 6-2
2025-05-27,French Open,Grand Slam,Clay,1st Round,5,Medvedev D.,Norrie C.,Norrie C.,11,81,3290,762,5-7 3-6 6-4 6-1 5-7
2025-05-27,French Open,Grand Slam,Clay,1st Round,5,Gomez F.A.,Kovacevic A.,Gomez F.A.,144,76,405,799,4-6 6-4 6-4 6-1
2025-05-27,French Open,Grand Slam,Clay,1st Round,5,Djere L.,De Minaur A.,De Minaur A.,59,9,952,3635,3-6 4-6 6-7
2025-05-27,French Open,Grand Slam,Clay,1st Round,5,Muller A.,Mensik J.,Mensik J.,39,19,1388,2272,5-7 7-6 5-7 3-6
2025-05-27,French Open,Grand Slam,Clay,1st Round,5,Shevchenko A.,Lajovic D.,Shevchenko A.,103,125,580,466,6-2 6-4 7-6
2025-05-27,French Open,Grand Slam,Clay,1st Round,5,Bublik A.,Duckworth J.,Bublik A.,62,92,915,651,6-2 6-4 6-4
2025-05-27,French Open,Grand Slam,Clay,1st Round,5,Moutet C.,Tabur C.,Moutet C.,73,280,812,196,6-3 7-6 6-3
2025-05-27,French Open,Grand Slam,Clay,1st Round,5,Arnaldi M.,Auger-Aliassime F.,Arnaldi M.,36,27,1415,1875,5-7 2-6 6-3 6-4 6-2
2025-05-27,French Open,Grand Slam,Clay,1st Round,5,Djokovic N.,McDonald M.,Djokovic N.,6,98,4230,617,6-3 6-3 6-3
2025-05-27,French Open,Grand Slam,Clay,1st Round,5,Hurkacz H.,Fonseca J.,Fonseca J.,28,65,1830,907,2-6 4-6 2-6
2025-05-27,French Open,Grand Slam,Clay,1st Round,5,Cilic M.,Cobolli F.,Cobolli F.,104,26,563,1920,2-6 1-6 3-6
2025-05-27,French Open,Grand Slam,Clay,1st Round,5,Monfils G.,Dellien H.,Monfils G.,42,90,1265,656,4-6 3-6 6-1 7-6 6-1
2025-05-27,French Open,Grand Slam,Clay,1st Round,5,Bellucci M.,Draper J.,Draper J.,68,5,891,4610,6-3 1-6 4-6 2-6
2025-05-27,French Open,Grand Slam,Clay,1st Round,5,Rublev A.,Harris L.,Rublev A.,15,227,2820,244,6-4 4-6 6-3 6-1
2025-05-27,French Open,Grand Slam,Clay,1st Round,5,Basilashvili N.,Rocha H.,Rocha H.,133,200,449,278,6-7 6-2 6-7 6-2 2-6
2025-05-27,French Open,Grand Slam,Clay,1st Round,5,Bonzi B.,Herbert P.,Herbert P.,60,147,943,399,5-7 6-3 6-4 5-7 2-6
2025-05-28,French Open,Grand Slam,Clay,2nd Round,5,Galan D.E.,Musetti L.,Musetti L.,122,7,477,3860,4-6 0-6 4-6
2025-05-28,French Open,Grand Slam,Clay,2nd Round,5,Kopriva V.,Altmaier D.,Altmaier D.,86,66,715,906,2-6 6-4 3-6 5-7
2025-05-28,French Open,Grand Slam,Clay,2nd Round,5,Navone M.,Opelka R.,Navone M.,97,93,620,651,6-1 7-6 6-3
2025-05-28,French Open,Grand Slam,Clay,2nd Round,5,Popyrin A.,Tabilo A.,Popyrin A.,25,61,1950,940,7-5 6-3 6-4
2025-05-28,French Open,Grand Slam,Clay,2nd Round,5,Kecmanovic M.,Halys Q.,Halys Q.,46,52,1146,1039,6-4 3-6 6-7 5-7
2025-05-28,French Open,Grand Slam,Clay,2nd Round,5,Ruud C.,Borges N.,Borges N.,8,41,3655,1285,6-2 4-6 1-6 0-6
2025-05-28,French Open,Grand Slam,Clay,2nd Round,5,Nava E.,Rune H.,Rune H.,137,10,433,3440,3-6 6-7 3-6
2025-05-28,French Open,Grand Slam,Clay,2nd Round,5,Medjedovic H.,Cerundolo J.M.,Medjedovic H.,74,109,811,530,6-3 6-4 7-5
2025-05-28,French Open,Grand Slam,Clay,2nd Round,5,Gigante M.,Tsitsipas S.,Gigante M.,167,20,338,2270,6-4 5-7 6-2 6-4
2025-05-28,French Open,Grand Slam,Clay,2nd Round,5,Dzumhur D.,Mpetshi G.,Dzumhur D.,69,37,875,1414,7-6 6-3 4-6 6-4
2025-05-28,French Open,Grand Slam,Clay,2nd Round,5,Fucsovics M.,Paul T.,Paul T.,124,12,468,3210,6-4 6-2 3-6 5-7 4-6
2025-05-28,French Open,Grand Slam,Clay,2nd Round,5,Khachanov K.,Ofner S.,Khachanov K.,24,108,1960,533,7-5 3-6 7-5 4-6 6-2
2025-05-28,French Open,Grand Slam,Clay,2nd Round,5,Brooksby J.,Korda S.,Korda S.,161,23,347,2020,1-6 2-6 6-7
2025-05-28,French Open,Grand Slam,Clay,2nd Round,5,Tiafoe F.,Carreno Busta P.,Tiafoe F.,16,99,2665,615,6-4 6-3 6-1
2025-05-28,French Open,Grand Slam,Clay,2nd Round,5,Marozsan F.,Alcaraz C.,Alcaraz C.,56,2,990,8850,1-6 6-4 1-6 2-6
2025-05-29,French Open,Grand Slam,Clay,2nd Round,5,Sinner J.,Gasquet R.,Sinner J.,1,166,10380,339,6-3 6-0 6-4
2025-05-29,French Open,Grand Slam,Clay,2nd Round,5,Bublik A.,De Minaur A.,Bublik A.,62,9,915,3635,2-6 2-6 6-4 6-3 6-2
2025-05-29,French Open,Grand Slam,Clay,2nd Round,5,Davidovich Fokina A.,Lehecka J.,Lehecka J.,29,34,1770,1505,3-6 6-3 1-6 2-6
2025-05-29,French Open,Grand Slam,Clay,2nd Round,5,Mensik J.,Rocha H.,Rocha H.,19,200,2272,278,6-2 6-1 4-6 3-6 3-6
2025-05-29,French Open,Grand Slam,Clay,2nd Round,5,Zverev A.,De Jong J.,Zverev A.,3,88,7285,690,3-6 6-1 6-2 6-3
2025-05-29,French Open,Grand Slam,Clay,2nd Round,5,Diallo G.,Griekspoor T.,Griekspoor T.,54,35,997,1485,5-7 6-7 6-1 3-6
2025-05-29,French Open,Grand Slam,Clay,2nd Round,5,Shevchenko A.,Quinn E.,Quinn E.,103,106,580,538,4-6 6-4 7-6 6-7 5-7
2025-05-29,French Open,Grand Slam,Clay,2nd Round,5,Fils A.,Munar J.,Fils A.,14,57,2845,962,7-6 7-6 2-6 0-6 6-4
2025-05-29,French Open,Grand Slam,Clay,2nd Round,5,Cobolli F.,Arnaldi M.,Cobolli F.,26,36,1920,1415,6-3 6-3 6-7 6-1
2025-05-29,French Open,Grand Slam,Clay,2nd Round,5,Herbert P.,Fonseca J.,Fonseca J.,147,65,399,907,6-7 6-7 4-6
2025-05-29,French Open,Grand Slam,Clay,2nd Round,5,Norrie C.,Gomez F.A.,Norrie C.,81,144,762,405,7-6 6-2 6-1
2025-05-29,French Open,Grand Slam,Clay,2nd Round,5,Djokovic N.,Moutet C.,Djokovic N.,6,73,4230,812,6-3 6-2 7-6
2025-05-29,French Open,Grand Slam,Clay,2nd Round,5,Shapovalov D.,Misolic F.,Misolic F.,31,153,1701,374,6-7 6-7 6-4 6-4 3-6
2025-05-29,French Open,Grand Slam,Clay,2nd Round,5,Draper J.,Monfils G.,Draper J.,5,42,4610,1265,6-3 4-6 6-3 7-5
2025-05-29,French Open,Grand Slam,Clay,2nd Round,5,Walton A.,Rublev A.,Rublev A.,91,15,653,2820,6-7 1-6 6-7
2025-05-30,French Open,Grand Slam,Clay,3rd Round,5,Rune H.,Halys Q.,Rune H.,10,52,3440,1039,4-6 6-2 5-7 7-5 6-2
2025-05-30,French Open,Grand Slam,Clay,3rd Round,5,Navone M.,Musetti L.,Musetti L.,97,7,620,3860,6-4 4-6 3-6 2-6
2025-05-30,French Open,Grand Slam,Clay,3rd Round,5,Borges N.,Popyrin A.,Popyrin A.,41,25,1285,1950,4-6 6-7 6-7
2025-05-30,French Open,Grand Slam,Clay,3rd Round,5,Paul T.,Khachanov K.,Paul T.,12,24,3210,1960,6-3 3-6 7-6 3-6 6-3
2025-05-30,French Open,Grand Slam,Clay,3rd Round,5,Korda S.,Tiafoe F.,Tiafoe F.,23,16,2020,2665,6-7 3-6 4-6
2025-05-30,French Open,Grand Slam,Clay,3rd Round,5,Shelton B.,Gigante M.,Shelton B.,13,167,2980,338,6-3 6-3 6-4
2025-05-30,French Open,Grand Slam,Clay,3rd Round,5,Alcaraz C.,Dzumhur D.,Alcaraz C.,2,69,8850,875,6-1 6-3 4-6 6-4
2025-05-30,French Open,Grand Slam,Clay,3rd Round,5,Medjedovic H.,Altmaier D.,Altmaier D.,74,66,811,906,6-4 3-6 3-6 2-6
2025-05-31,French Open,Grand Slam,Clay,3rd Round,5,Quinn E.,Griekspoor T.,Griekspoor T.,106,35,538,1485,6-4 1-6 7-6 1-6 4-6
2025-05-31,French Open,Grand Slam,Clay,3rd Round,5,Draper J.,Fonseca J.,Draper J.,5,65,4610,907,6-2 6-4 6-2
2025-05-31,French Open,Grand Slam,Clay,3rd Round,5,Sinner J.,Lehecka J.,Sinner J.,1,34,10380,1505,6-0 6-1 6-2
2025-05-31,French Open,Grand Slam,Clay,3rd Round,5,Cobolli F.,Zverev A.,Zverev A.,26,3,1920,7285,2-6 6-7 1-6
2025-05-31,French Open,Grand Slam,Clay,3rd Round,5,Rocha H.,Bublik A.,Bublik A.,200,62,278,915,5-7 1-6 2-6
2025-05-31,French Open,Grand Slam,Clay,3rd Round,5,Misolic F.,Djokovic N.,Djokovic N.,153,6,374,4230,3-6 4-6 2-6
2025-05-31,French Open,Grand Slam,Clay,3rd Round,5,Norrie C.,Fearnley J.,Norrie C.,81,55,762,991,6-3 7-6 6-2
2025-06-01,French Open,Grand Slam,Clay,4th Round,5,Paul T.,Popyrin A.,Paul T.,12,25,3210,1950,6-3 6-3 6-3
2025-06-01,French Open,Grand Slam,Clay,4th Round,5,Shelton B.,Alcaraz C.,Alcaraz C.,13,2,2980,8850,6-7 3-6 6-4 4-6
2025-06-01,French Open,Grand Slam,Clay,4th Round,5,Tiafoe F.,Altmaier D.,Tiafoe F.,16,66,2665,906,6-3 6-4 7-6
2025-06-01,French Open,Grand Slam,Clay,4th Round,5,Rune H.,Musetti L.,Musetti L.,10,7,3440,3860,5-7 6-3 3-6 2-6
2025-06-02,French Open,Grand Slam,Clay,4th Round,5,Sinner J.,Rublev A.,Sinner J.,1,15,10380,2820,6-1 6-3 6-4
2025-06-02,French Open,Grand Slam,Clay,4th Round,5,Djokovic N.,Norrie C.,Djokovic N.,6,81,4230,762,6-2 6-3 6-2
2025-06-02,French Open,Grand Slam,Clay,4th Round,5,Draper J.,Bublik A.,Bublik A.,5,62,4610,915,7-5 3-6 2-6 4-6
2025-06-03,French Open,Grand Slam,Clay,Quarterfinals,5,Tiafoe F.,Musetti L.,Musetti L.,16,7,2665,3860,2-6 6-4 5-7 2-6
2025-06-03,French Open,Grand Slam,Clay,Quarterfinals,5,Alcaraz C.,Paul T.,Alcaraz C.,2,12,8850,3210,6-0 6-1 6-4
2025-06-04,French Open,Grand Slam,Clay,Quarterfinals,5,Djokovic N.,Zverev A.,Djokovic N.,6,3,4230,7285,4-6 6-3 6-2 6-4
2025-06-04,French Open,Grand Slam,Clay,Quarterfinals,5,Bublik A.,Sinner J.,Sinner J.,62,1,915,10380,1-6 5-7 0-6
2025-06-06,French Open,Grand Slam,Clay,Semifinals,5,Djokovic N.,Sinner J.,Sinner J.,6,1,4230,10380,4-6 5-7 6-7
2025-06-08,French Open,Grand Slam,Clay,The Final,5,Alcaraz C.,Sinner J.,Alcaraz C.,2,1,8850,10380,4-6 6-7 6-4 7-6 7-6
2025-06-09,Rosmalen Grass Court Championships,ATP250,Grass,1st Round,3,Kovacevic A.,Thompson J.,Thompson J.,76,37,799,1375,4-6 4-6
2025-06-09,Rosmalen Grass Court Championships,ATP250,Grass,1st Round,3,Jarry N.,Darderi L.,Jarry N.,150,48,398,1119,5-7 6-4 7-6
2025-06-09,Stuttgart Open,ATP250,Grass,1st Round,3,Mpetshi G.,Safiullin R.,Mpetshi G.,36,74,1464,816,7-6 3-6 7-5
2025-06-09,Rosmalen Grass Court Championships,ATP250,Grass,1st Round,3,Basavareddy N.,Borges N.,Borges N.,105,38,582,1375,6-7 2-6
2025-06-09,Stuttgart Open,ATP250,Grass,1st Round,3,Nakashima B.,Fearnley J.,Nakashima B.,31,49,1650,1078,4-6 7-6 6-1
2025-06-09,Stuttgart Open,ATP250,Grass,1st Round,3,Bonzi B.,Lehecka J.,Lehecka J.,61,33,945,1605,4-6 4-6
2025-06-09,Stuttgart Open,ATP250,Grass,1st Round,3,Arnaldi M.,Struff J.L.,Struff J.L.,41,103,1265,600,4-6 4-6
2025-06-09,Rosmalen Grass Court Championships,ATP250,Grass,1st Round,3,Diallo G.,Vukic A.,Diallo G.,55,79,1007,783,7-5 7-6
2025-06-10,Stuttgart Open,ATP250,Grass,1st Round,3,Sonego L.,Halys Q.,Halys Q.,45,47,1165,1123,7-6 5-7 4-6
2025-06-10,Stuttgart Open,ATP250,Grass,1st Round,3,Shapovalov D.,Rinderknech A.,Rinderknech A.,30,81,1651,761,4-6 6-2 0-6
2025-06-10,Stuttgart Open,ATP250,Grass,1st Round,3,Michelsen A.,Monfils G.,Michelsen A.,35,42,1550,1265,6-4 4-6 6-3
2025-06-10,Stuttgart Open,ATP250,Grass,1st Round,3,Fognini F.,Moutet C.,Moutet C.,117,91,486,662,4-6 7-6 3-6
2025-06-10,Stuttgart Open,ATP250,Grass,1st Round,3,Engel J.,Duckworth J.,Engel J.,281,94,191,653,4-6 6-4 7-6
2025-06-10,Rosmalen Grass Court Championships,ATP250,Grass,1st Round,3,Bellucci M.,McDonald M.,McDonald M.,72,99,861,617,1-6 7-6 3-6
2025-06-10,Rosmalen Grass Court Championships,ATP250,Grass,1st Round,3,Bergs Z.,Blockx A.,Bergs Z.,63,145,931,410,6-3 1-6 7-6
2025-06-10,Rosmalen Grass Court Championships,ATP250,Grass,1st Round,3,Opelka R.,De Jong J.,Opelka R.,87,92,701,660,6-7 7-6 6-2
2025-06-10,Rosmalen Grass Court Championships,ATP250,Grass,1st Round,3,Etcheverry T.,Virtanen O.,Virtanen O.,62,101,935,605,6-7 5-7
2025-06-10,Stuttgart Open,ATP250,Grass,1st Round,3,Fucsovics M.,Hanfmann Y.,Fucsovics M.,112,135,508,440,7-5 6-4
2025-06-11,Rosmalen Grass Court Championships,ATP250,Grass,1st Round,3,Djere L.,Lajal M.,Lajal M.,64,195,927,279,2-6 4-6
2025-06-11,Rosmalen Grass Court Championships,ATP250,Grass,1st Round,3,Hurkacz H.,Bautista Agut R.,Hurkacz H.,32,50,1640,1064,7-6 6-4
2025-06-11,Stuttgart Open,ATP250,Grass,2nd Round,3,Shelton B.,Herbert P.,Shelton B.,12,132,3080,449,7-6 7-5
2025-06-11,Rosmalen Grass Court Championships,ATP250,Grass,2nd Round,3,McDonald M.,Khachanov K.,Khachanov K.,99,24,617,2010,3-6 7-5 6-7
2025-06-11,Stuttgart Open,ATP250,Grass,2nd Round,3,Lehecka J.,Struff J.L.,Lehecka J.,33,103,1605,600,6-4 7-5
2025-06-11,Stuttgart Open,ATP250,Grass,2nd Round,3,Halys Q.,Fritz T.,Fritz T.,47,7,1123,4485,3-6 6-7
2025-06-11,Rosmalen Grass Court Championships,ATP250,Grass,1st Round,3,Hijikata R.,Evans D.,Evans D.,75,217,811,253,6-3 4-6 3-6
2025-06-11,Rosmalen Grass Court Championships,ATP250,Grass,1st Round,3,Mannarino A.,O Connell C.,Mannarino A.,127,80,462,772,6-1 6-3
2025-06-11,Stuttgart Open,ATP250,Grass,2nd Round,3,Rinderknech A.,Fucsovics M.,Fucsovics M.,81,112,761,508,6-7 3-6
2025-06-11,Rosmalen Grass Court Championships,ATP250,Grass,2nd Round,3,Diallo G.,Thompson J.,Diallo G.,55,37,1007,1375,4-6 6-1 7-5
2025-06-12,Stuttgart Open,ATP250,Grass,2nd Round,3,Michelsen A.,Engel J.,Engel J.,35,281,1550,191,4-6 4-6
2025-06-12,Rosmalen Grass Court Championships,ATP250,Grass,2nd Round,3,Humbert U.,Evans D.,Humbert U.,20,217,2195,253,7-5 6-3
2025-06-12,Rosmalen Grass Court Championships,ATP250,Grass,2nd Round,3,Bergs Z.,Popyrin A.,Bergs Z.,63,21,931,2140,6-7 6-2 7-6
2025-06-12,Rosmalen Grass Court Championships,ATP250,Grass,2nd Round,3,Mannarino A.,Medvedev D.,Medvedev D.,127,11,462,3100,6-7 4-6
2025-06-12,Rosmalen Grass Court Championships,ATP250,Grass,2nd Round,3,Jarry N.,Opelka R.,Opelka R.,150,87,398,701,6-7 3-6
2025-06-12,Stuttgart Open,ATP250,Grass,2nd Round,3,Auger-Aliassime F.,Mpetshi G.,Auger-Aliassime F.,29,36,1685,1464,6-4 6-4
2025-06-12,Stuttgart Open,ATP250,Grass,2nd Round,3,Moutet C.,Zverev A.,Zverev A.,91,3,662,6385,2-6 6-7
2025-06-12,Stuttgart Open,ATP250,Grass,2nd Round,3,Nakashima B.,Tien L.,Nakashima B.,31,68,1650,888,7-6 6-3
2025-06-13,Stuttgart Open,ATP250,Grass,Quarterfinals,3,Engel J.,Auger-Aliassime F.,Auger-Aliassime F.,281,29,191,1685,6-7 3-6
2025-06-13,Rosmalen Grass Court Championships,ATP250,Grass,Quarterfinals,3,Khachanov K.,Diallo G.,Diallo G.,24,55,2010,1007,6-7 4-6
2025-06-13,Stuttgart Open,ATP250,Grass,Quarterfinals,3,Fritz T.,Fucsovics M.,Fritz T.,7,112,4485,508,6-3 6-4
2025-06-13,Rosmalen Grass Court Championships,ATP250,Grass,Quarterfinals,3,Humbert U.,Borges N.,Humbert U.,20,38,2195,1375,6-1 6-4
2025-06-13,Rosmalen Grass Court Championships,ATP250,Grass,Quarterfinals,3,Opelka R.,Medvedev D.,Opelka R.,87,11,701,3100,7-6 7-6
2025-06-13,Rosmalen Grass Court Championships,ATP250,Grass,Quarterfinals,3,Lajal M.,Bergs Z.,Bergs Z.,195,63,279,931,6-7 6-7
2025-06-13,Stuttgart Open,ATP250,Grass,Quarterfinals,3,Nakashima B.,Zverev A.,Zverev A.,31,3,1650,6385,5-7 4-6
2025-06-13,Stuttgart Open,ATP250,Grass,Quarterfinals,3,Shelton B.,Lehecka J.,Shelton B.,12,33,3080,1605,6-4 6-4
2025-06-14,Stuttgart Open,ATP250,Grass,Semifinals,3,Auger-Aliassime F.,Fritz T.,Fritz T.,29,7,1685,4485,4-6 6-7
2025-06-14,Rosmalen Grass Court Championships,ATP250,Grass,Semifinals,3,Diallo G.,Humbert U.,Diallo G.,55,20,1007,2195,6-3 7-6
2025-06-14,Rosmalen Grass Court Championships,ATP250,Grass,Semifinals,3,Opelka R.,Bergs Z.,Bergs Z.,87,63,701,931,1-6 4-6
2025-06-14,Stuttgart Open,ATP250,Grass,Semifinals,3,Zverev A.,Shelton B.,Zverev A.,3,12,6385,3080,7-6 7-6
2025-06-15,Rosmalen Grass Court Championships,ATP250,Grass,The Final,3,Diallo G.,Bergs Z.,Diallo G.,55,63,1007,931,7-5 7-6
2025-06-15,Stuttgart Open,ATP250,Grass,The Final,3,Zverev A.,Fritz T.,Fritz T.,3,7,6385,4485,3-6 6-7
2025-06-16,Queen's Club Championships,ATP500,Grass,1st Round,3,Norrie C.,Mensik J.,Mensik J.,61,17,952,2322,6-7 6-1 1-6
2025-06-16,Queen's Club Championships,ATP500,Grass,1st Round,3,Tiafoe F.,Evans D.,Evans D.,13,199,2990,275,5-7 2-6
2025-06-16,Halle Open,ATP500,Grass,1st Round,3,Medvedev D.,Altmaier D.,Medvedev D.,11,52,3140,1037,6-3 6-3
2025-06-16,Halle Open,ATP500,Grass,1st Round,3,Muller A.,Bublik A.,Bublik A.,40,45,1311,1225,4-6 4-6
2025-06-16,Halle Open,ATP500,Grass,1st Round,3,Tsitsipas S.,Darderi L.,Tsitsipas S.,25,56,1920,1004,6-4 3-6 7-6
2025-06-16,Queen's Club Championships,ATP500,Grass,1st Round,3,Monfils G.,McDonald M.,McDonald M.,42,98,1265,630,4-6 4-6
