Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score,Status,Odds_source,B365_1,B365_2,Pinnacle_1,Pinnacle_2,Avg_1,Avg_2,Max_1,Max_2,Betfair_1,Betfair_2
Apia International,2013-01-09,ATP250,Outdoor,Hard,2nd Round,3,Isner J.,Harrison R.,Harrison R.,13.0,68.0,2215.0,717.0,1.64,2.21,4-6 4-6,completed,market_average,1.61,2.2,1.7,2.29,1.64,2.21,1.8,2.38,-1.0,-1.0
Apia International,2013-01-09,ATP250,Outdoor,Hard,2nd Round,3,Istomin D.,Verdasco F.,Istomin D.,46.0,24.0,897.0,1490.0,2.07,1.71,6-3 6-3,completed,market_average,2.1,1.66,2.05,1.86,2.07,1.71,2.3,1.86,-1.0,-1.0
Apia International,2013-01-09,ATP250,Outdoor,Hard,2nd Round,3,Lopez F.,Anderson K.,Anderson K.,42.0,36.0,1005.0,1065.0,2.78,1.42,3-6 4-6,completed,market_average,2.75,1.4,3.26,1.39,2.78,1.42,3.26,1.53,-1.0,-1.0
Apia International,2013-01-09,ATP250,Outdoor,Hard,2nd Round,3,Mayer F.,Tomic B.,Tomic B.,28.0,64.0,1215.0,740.0,2.31,1.59,6-7 2-6,completed,market_average,2.37,1.53,2.43,1.62,2.31,1.59,2.64,1.67,-1.0,-1.0
Apia International,2013-01-09,ATP250,Outdoor,Hard,2nd Round,3,Nieminen J.,Klec I.,Nieminen J.,44.0,416.0,927.0,91.0,1.12,7.12,6-3 6-1,completed,market_average,1.14,5.5,1.07,10.25,1.12,7.12,1.14,10.25,-1.0,-1.0
Apia International,2013-01-09,ATP250,Outdoor,Hard,2nd Round,3,Seppi A.,Millman J.,Seppi A.,23.0,191.0,1560.0,259.0,1.42,2.79,6-2 3-6 6-3,completed,market_average,1.4,2.75,1.51,2.76,1.42,2.79,1.51,3.0,-1.0,-1.0
Heineken Open,2013-01-09,ATP250,Outdoor,Hard,2nd Round,3,Bellucci T.,Lacko L.,Lacko L.,32.0,48.0,1112.0,872.0,1.75,2.02,3-6 5-7,completed,market_average,1.72,2.0,1.83,2.08,1.75,2.02,1.83,2.22,-1.0,-1.0
Heineken Open,2013-01-09,ATP250,Outdoor,Hard,2nd Round,3,Falla A.,Kohlschreiber P.,Kohlschreiber P.,53.0,19.0,821.0,1770.0,3.15,1.34,6-7 6-4 3-6,completed,market_average,3.25,1.33,3.07,1.43,3.15,1.34,3.4,1.43,-1.0,-1.0
Heineken Open,2013-01-09,ATP250,Outdoor,Hard,2nd Round,3,Levine J.,Baker B.,Levine J.,104.0,59.0,530.0,756.0,1.78,1.98,7-5 6-4,completed,market_average,1.66,2.1,1.76,2.2,1.78,1.98,1.91,2.2,-1.0,-1.0
Heineken Open,2013-01-09,ATP250,Outdoor,Hard,2nd Round,3,Lu Y.H.,Ferrer D.,Ferrer D.,60.0,5.0,754.0,6505.0,7.09,1.09,4-6 6-2 3-6,completed,market_average,7.0,1.1,8.7,1.1,7.09,1.09,8.8,1.11,-1.0,-1.0
Heineken Open,2013-01-09,ATP250,Outdoor,Hard,2nd Round,3,Monfils G.,Jones G.,Monfils G.,99.0,373.0,555.0,108.0,1.18,4.69,6-4 6-2,completed,market_average,1.16,5.0,1.19,5.34,1.18,4.69,1.23,5.34,-1.0,-1.0
Heineken Open,2013-01-09,ATP250,Outdoor,Hard,2nd Round,3,Sijsling I.,Haas T.,Haas T.,70.0,21.0,706.0,1681.0,2.59,1.48,3-6 4-6,completed,market_average,2.5,1.5,2.74,1.52,2.59,1.48,3.15,1.59,-1.0,-1.0
Heineken Open,2013-01-09,ATP250,Outdoor,Hard,Quarterfinals,3,Malisse X.,Kohlschreiber P.,Kohlschreiber P.,62.0,19.0,746.0,1770.0,2.81,1.41,6-7 4-6,completed,market_average,2.87,1.38,3.01,1.45,2.81,1.41,3.25,1.45,-1.0,-1.0
Apia International,2013-01-10,ATP250,Outdoor,Hard,Quarterfinals,3,Benneteau J.,Harrison R.,Benneteau J.,35.0,68.0,1075.0,717.0,1.77,2.0,6-4 6-2,completed,market_average,1.72,2.0,1.88,2.05,1.77,2.0,1.88,2.1,-1.0,-1.0
Apia International,2013-01-10,ATP250,Outdoor,Hard,Quarterfinals,3,Istomin D.,Anderson K.,Anderson K.,46.0,36.0,897.0,1065.0,2.4,1.54,4-6 3-6,completed,market_average,2.37,1.53,2.61,1.57,2.4,1.54,2.65,1.62,-1.0,-1.0
Apia International,2013-01-10,ATP250,Outdoor,Hard,Quarterfinals,3,Nieminen J.,Tomic B.,Tomic B.,44.0,64.0,927.0,740.0,3.07,1.36,7-6 4-6 2-6,completed,market_average,3.0,1.36,2.97,1.47,3.07,1.36,3.5,1.47,-1.0,-1.0
Apia International,2013-01-10,ATP250,Outdoor,Hard,Quarterfinals,3,Seppi A.,Granollers M.,Seppi A.,23.0,34.0,1560.0,1100.0,1.71,2.08,6-4 7-5,completed,market_average,1.66,2.1,1.86,2.07,1.71,2.08,1.86,2.2,-1.0,-1.0
Heineken Open,2013-01-10,ATP250,Outdoor,Hard,Quarterfinals,3,Ferrer D.,Lacko L.,Ferrer D.,5.0,48.0,6505.0,872.0,1.09,7.07,6-2 6-1,completed,market_average,1.08,8.0,1.12,7.58,1.09,7.07,1.12,9.3,-1.0,-1.0
Heineken Open,2013-01-10,ATP250,Outdoor,Hard,Quarterfinals,3,Levine J.,Querrey S.,Querrey S.,104.0,22.0,530.0,1650.0,3.66,1.27,4-6 6-7,completed,market_average,3.75,1.25,3.79,1.32,3.66,1.27,4.1,1.33,-1.0,-1.0
Heineken Open,2013-01-10,ATP250,Outdoor,Hard,Quarterfinals,3,Monfils G.,Haas T.,Monfils G.,99.0,21.0,555.0,1681.0,2.28,1.6,3-6 7-5 6-3,completed,market_average,2.25,1.57,2.4,1.66,2.28,1.6,2.44,1.67,-1.0,-1.0
Apia International,2013-01-11,ATP250,Outdoor,Hard,Semifinals,3,Anderson K.,Benneteau J.,Anderson K.,36.0,35.0,1065.0,1075.0,1.6,2.27,3-6 6-4 7-6,completed,market_average,1.53,2.37,1.68,2.36,1.6,2.27,1.68,2.44,-1.0,-1.0
Apia International,2013-01-11,ATP250,Outdoor,Hard,Semifinals,3,Tomic B.,Seppi A.,Tomic B.,64.0,23.0,740.0,1560.0,1.5,2.54,7-6 6-4,completed,market_average,1.44,2.62,1.53,2.72,1.5,2.54,1.58,2.88,-1.0,-1.0
Heineken Open,2013-01-11,ATP250,Outdoor,Hard,Semifinals,3,Ferrer D.,Monfils G.,Ferrer D.,5.0,99.0,6505.0,555.0,1.2,4.5,6-1 6-2,completed,market_average,1.16,5.0,1.22,4.96,1.2,4.5,1.25,5.1,-1.0,-1.0
Heineken Open,2013-01-11,ATP250,Outdoor,Hard,Semifinals,3,Kohlschreiber P.,Querrey S.,Kohlschreiber P.,19.0,22.0,1770.0,1650.0,2.3,1.6,6-4 7-6,completed,market_average,2.37,1.53,2.38,1.67,2.3,1.6,2.64,1.73,-1.0,-1.0
Apia International,2013-01-12,ATP250,Outdoor,Hard,The Final,3,Tomic B.,Anderson K.,Tomic B.,64.0,36.0,740.0,1065.0,1.65,2.2,6-3 6-7 6-3,completed,market_average,1.61,2.2,1.76,2.23,1.65,2.2,1.77,2.44,-1.0,-1.0
Heineken Open,2013-01-12,ATP250,Outdoor,Hard,The Final,3,Ferrer D.,Kohlschreiber P.,Ferrer D.,5.0,19.0,6505.0,1770.0,1.18,4.73,7-6 6-1,completed,market_average,1.18,4.5,1.21,5.13,1.18,4.73,1.22,5.5,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Anderson K.,Lorenzi P.,Anderson K.,31.0,59.0,1170.0,769.0,1.07,8.1,3-6 7-6 6-3 6-4,completed,market_average,1.07,9.0,1.09,8.91,1.07,8.1,1.1,12.0,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Baghdatis M.,Ramos A.,Baghdatis M.,35.0,51.0,1070.0,830.0,1.08,7.5,6-7 7-6 6-4 3-6 6-3,completed,market_average,1.08,8.0,1.09,8.91,1.08,7.5,1.1,9.4,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Baker B.,Bogomolov A.,Baker B.,57.0,133.0,776.0,422.0,1.71,2.08,7-6 6-3 6-7 3-6 6-2,completed,market_average,1.72,2.0,1.85,2.07,1.71,2.08,1.85,2.25,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Bautista R.,Fognini F.,Bautista R.,56.0,47.0,786.0,880.0,2.0,1.77,6-0 2-6 6-4 3-6 6-1,completed,market_average,2.0,1.72,2.03,1.87,2.0,1.77,2.18,1.89,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Bemelmans R.,Roger-Vasselin E.,Roger-Vasselin E.,114.0,101.0,486.0,539.0,1.72,2.07,3-6 7-6 6-2 5-7 9-11,completed,market_average,1.61,2.2,1.81,2.11,1.72,2.07,1.81,2.38,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Benneteau J.,Dimitrov G.,Benneteau J.,38.0,41.0,1015.0,1008.0,2.41,1.55,6-4 6-2 6-4,completed,market_average,2.5,1.5,2.51,1.6,2.41,1.55,2.88,1.63,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Berdych T.,Russell M.,Berdych T.,6.0,94.0,4680.0,569.0,1.03,12.31,6-3 7-5 6-3,completed,market_average,1.03,15.0,1.04,16.0,1.03,12.31,1.05,19.0,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Berlocq C.,Authom M.,Berlocq C.,68.0,156.0,720.0,351.0,2.15,1.67,1-6 7-6 7-6 6-2,completed,market_average,2.2,1.61,2.3,1.69,2.15,1.67,2.3,1.75,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Brugues-Davi A.,Lopez F.,Lopez F.,198.0,42.0,241.0,1005.0,4.64,1.19,3-6 2-6 4-6,completed,market_average,5.0,1.16,5.08,1.21,4.64,1.19,5.5,1.22,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Cipolla F.,Kamke T.,Kamke T.,95.0,90.0,568.0,577.0,3.52,1.3,1-6 4-6 1-6,completed,market_average,3.75,1.25,3.85,1.31,3.52,1.3,4.4,1.36,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Devvarman S.,Phau B.,Devvarman S.,551.0,78.0,52.0,672.0,2.95,1.39,6-3 6-2 6-3,completed,market_average,3.0,1.36,3.19,1.41,2.95,1.39,3.45,1.42,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Donskoy E.,Ungur A.,Donskoy E.,82.0,99.0,637.0,557.0,1.32,3.31,6-4 6-4 6-2,completed,market_average,1.3,3.4,1.27,4.22,1.32,3.31,1.4,4.4,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Hanescu V.,Nishikori K.,Nishikori K.,63.0,18.0,753.0,1870.0,7.79,1.08,7-6 3-6 1-6 3-6,completed,market_average,9.0,1.07,9.5,1.09,7.79,1.08,10.5,1.1,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Harrison R.,Giraldo S.,Harrison R.,62.0,64.0,754.0,743.0,1.77,2.0,2-6 6-4 7-5 6-4,completed,market_average,1.72,2.0,1.81,2.1,1.77,2.0,1.91,2.12,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Tipsarevic J.,Tipsarevic J.,81.0,9.0,645.0,3090.0,2.22,1.64,6-7 5-7 3-6,completed,market_average,2.2,1.61,2.26,1.72,2.22,1.64,2.7,1.74,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Janowicz J.,Bolelli S.,Janowicz J.,26.0,80.0,1299.0,658.0,1.34,3.18,7-5 6-4 6-3,completed,market_average,1.3,3.4,1.36,3.44,1.34,3.18,1.42,3.75,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Johnson S.,Almagro N.,Almagro N.,175.0,11.0,302.0,2515.0,5.49,1.14,5-7 7-6 2-6 7-6 2-6,completed,market_average,5.5,1.14,5.54,1.19,5.49,1.14,7.9,1.19,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Kubot L.,Gimeno-Traver D.,Gimeno-Traver D.,76.0,71.0,675.0,704.0,1.33,3.25,7-6 4-6 0-6 6-4 4-6,completed,market_average,1.33,3.25,1.29,3.97,1.33,3.25,1.44,3.97,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Kukushkin M.,Melzer J.,Melzer J.,105.0,29.0,526.0,1177.0,5.17,1.16,1-6 1-6 2-6,completed,market_average,5.5,1.14,6.34,1.15,5.17,1.16,6.34,1.22,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Kuznetsov An.,Monaco J.,Kuznetsov An.,79.0,12.0,660.0,2430.0,3.8,1.26,7-6 6-1 6-1,completed,market_average,3.75,1.25,3.98,1.29,3.8,1.26,4.0,1.31,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Lacko L.,Muller G.,Lacko L.,44.0,69.0,917.0,714.0,1.53,2.47,6-2 6-4 7-6,completed,market_average,1.5,2.5,1.53,2.68,1.53,2.47,1.57,2.88,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Malisse X.,Andujar P.,Malisse X.,55.0,45.0,791.0,915.0,1.18,4.59,6-3 6-1 6-2,completed,market_average,1.16,5.0,1.21,5.08,1.18,4.59,1.23,5.08,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Mathieu P.H.,Djokovic N.,Djokovic N.,60.0,1.0,763.0,12920.0,21.7,1.01,2-6 4-6 5-7,completed,market_average,29.0,1.002,41.0,1.01,21.7,1.01,46.0,1.02,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Millman J.,Ito T.,Ito T.,184.0,84.0,279.0,633.0,1.3,3.48,4-6 4-6 6-3 6-0 5-7,completed,market_average,1.25,3.75,1.3,3.89,1.3,3.48,1.36,4.05,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Munoz-De La Nava D.,Querrey S.,Querrey S.,174.0,22.0,305.0,1650.0,8.43,1.07,7-6 4-6 2-6 4-6,completed,market_average,9.0,1.07,9.65,1.08,8.43,1.07,13.0,1.09,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Rochus O.,Ferrer D.,Ferrer D.,126.0,5.0,447.0,6505.0,15.09,1.02,3-6 4-6 2-6,completed,market_average,19.0,1.02,20.0,1.03,15.09,1.02,31.0,1.04,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Rufin G.,Reister J.,Rufin G.,92.0,296.0,574.0,153.0,2.28,1.6,4-6 7-6 6-1 6-2,completed,market_average,2.25,1.57,2.3,1.69,2.28,1.6,2.5,1.69,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Smyczek T.,Karlovic I.,Smyczek T.,125.0,103.0,448.0,536.0,2.07,1.73,6-4 7-6 7-5,completed,market_average,2.0,1.72,2.25,1.72,2.07,1.73,2.34,1.8,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Stebe C.M.,Wawrinka S.,Wawrinka S.,164.0,17.0,327.0,1900.0,5.67,1.13,2-6 4-6 3-6,completed,market_average,6.0,1.12,5.98,1.17,5.67,1.13,7.1,1.17,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Stepanek R.,Troicki V.,Stepanek R.,34.0,37.0,1090.0,1030.0,2.59,1.49,5-7 4-6 6-3 6-3 7-5,completed,market_average,2.5,1.5,2.62,1.56,2.59,1.49,2.88,1.56,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Goffin D.,Verdasco F.,24.0,49.0,1445.0,843.0,1.66,2.19,6-3 3-6 4-6 6-3 6-4,completed,market_average,1.61,2.2,1.72,2.25,1.66,2.19,1.8,2.38,-1.0,-1.0
Australian Open,2013-01-14,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Ebden M.,Youzhny M.,25.0,108.0,1335.0,509.0,1.17,4.93,4-6 6-7 6-2 7-6 6-3,completed,market_average,1.16,5.0,1.19,5.39,1.17,4.93,1.2,6.7,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Bedene A.,Becker B.,Becker B.,77.0,66.0,673.0,733.0,1.71,2.12,6-4 3-6 5-7 6-7,completed,market_average,1.61,2.2,1.72,2.26,1.71,2.12,1.83,2.38,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Berankis R.,Stakhovsky S.,Berankis R.,110.0,102.0,501.0,538.0,1.55,2.42,6-2 7-6 7-5,completed,market_average,1.5,2.5,1.54,2.66,1.55,2.42,1.58,2.68,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Chardy J.,Menendez-Maceiras A.,Chardy J.,36.0,233.0,1063.0,205.0,1.24,3.99,7-6 6-7 6-2 6-1,completed,market_average,1.2,4.33,1.3,3.92,1.24,3.99,1.3,4.5,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Del Potro J.M.,Mannarino A.,Del Potro J.M.,7.0,170.0,4480.0,315.0,1.06,9.58,6-1 6-2 6-2,completed,market_average,1.06,10.0,1.07,11.25,1.06,9.58,1.08,14.0,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Dodig I.,Wu D.,Dodig I.,74.0,186.0,692.0,273.0,1.16,5.12,7-5 4-6 6-3 6-3,completed,market_average,1.12,6.0,1.19,5.54,1.16,5.12,1.2,6.0,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Dolgopolov O.,Monfils G.,Monfils G.,20.0,86.0,1750.0,600.0,1.61,2.28,7-6 6-7 3-6 3-6,completed,market_average,1.57,2.25,1.63,2.45,1.61,2.28,1.72,2.58,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Montanes A.,Gasquet R.,10.0,96.0,2720.0,565.0,1.02,14.62,7-5 6-2 6-1,completed,market_average,1.02,19.0,1.03,20.0,1.02,14.62,1.04,23.0,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Haase R.,Murray A.,Murray A.,53.0,3.0,800.0,8000.0,16.54,1.02,3-6 1-6 3-6,completed,market_average,23.0,1.01,22.73,1.02,16.54,1.02,30.0,1.03,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Hajek J.,Raonic M.,Raonic M.,104.0,15.0,527.0,2175.0,12.38,1.03,6-3 1-6 2-6 6-7,completed,market_average,15.0,1.03,16.0,1.04,12.38,1.03,23.0,1.05,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Istomin D.,Sijsling I.,Istomin D.,50.0,65.0,840.0,738.0,1.43,2.75,4-6 6-3 6-4 6-2,completed,market_average,1.38,2.87,1.5,2.8,1.43,2.75,1.5,3.1,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Kavcic B.,Bellucci T.,Kavcic B.,93.0,33.0,569.0,1112.0,3.26,1.33,6-3 6-1 6-3,completed,market_average,3.25,1.33,3.56,1.34,3.26,1.33,3.8,1.37,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Klizan M.,Brands D.,Brands D.,30.0,120.0,1175.0,469.0,2.01,1.77,3-6 6-3 3-6 4-6,completed,market_average,2.1,1.66,2.1,1.83,2.01,1.77,2.13,1.89,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Darcis S.,Kohlschreiber P.,19.0,98.0,1830.0,561.0,1.12,6.12,6-2 6-3 6-4,completed,market_average,1.11,6.5,1.13,7.38,1.12,6.12,1.14,9.4,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Levine J.,Robredo T.,Levine J.,88.0,107.0,580.0,515.0,1.69,2.14,7-6 6-7 6-4 6-4,completed,market_average,1.61,2.2,1.74,2.23,1.69,2.14,1.77,2.36,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Llodra M.,Tsonga J.W.,Tsonga J.W.,52.0,8.0,823.0,3375.0,7.74,1.08,4-6 5-7 2-6,completed,market_average,8.0,1.08,8.7,1.1,7.74,1.08,9.8,1.11,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Matosevic M.,Cilic M.,Cilic M.,48.0,14.0,845.0,2210.0,4.79,1.18,4-6 5-7 2-6,completed,market_average,5.5,1.14,5.46,1.19,4.79,1.18,5.7,1.22,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Mitchell B.,Duckworth J.,Duckworth J.,334.0,223.0,131.0,210.0,2.45,1.54,4-6 6-7 6-4 7-5 6-8,completed,market_average,2.37,1.53,2.73,1.52,2.45,1.54,2.75,1.62,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Haas T.,Nieminen J.,70.0,21.0,710.0,1720.0,2.96,1.39,7-6 4-6 6-3 4-6 8-6,completed,market_average,3.0,1.36,3.33,1.38,2.96,1.39,3.5,1.45,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Ouanna J.,Falla A.,Falla A.,118.0,54.0,474.0,796.0,3.36,1.31,4-6 5-7 4-6,completed,market_average,3.5,1.28,3.51,1.35,3.36,1.31,3.6,1.37,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Paire B.,Federer R.,Federer R.,46.0,2.0,900.0,10265.0,16.98,1.02,2-6 4-6 1-6,completed,market_average,21.0,1.01,25.99,1.01,16.98,1.02,29.0,1.03,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Pella G.,Weintraub A.,Weintraub A.,97.0,196.0,564.0,244.0,1.72,2.08,6-7 5-7 2-6,completed,market_average,1.72,2.0,1.78,2.17,1.72,2.08,1.82,2.22,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Ram R.,Garcia-Lopez G.,Ram R.,130.0,85.0,433.0,624.0,2.75,1.43,6-4 6-4 3-6 6-2,completed,market_average,2.75,1.4,2.87,1.48,2.75,1.43,3.1,1.5,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Ramirez-Hidalgo R.,Lu Y.H.,Lu Y.H.,91.0,61.0,577.0,759.0,9.01,1.06,2-6 1-6 6-4 1-6,completed,market_average,10.0,1.06,11.75,1.06,9.01,1.06,12.0,1.08,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Rosol L.,Baker J.,Rosol L.,75.0,246.0,679.0,194.0,1.34,3.25,7-6 7-5 6-2,completed,market_average,1.28,3.5,1.35,3.5,1.34,3.25,1.39,3.5,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Saville L.,Soeda G.,Soeda G.,349.0,73.0,124.0,701.0,5.01,1.17,7-6 3-6 2-6 3-6,completed,market_average,5.5,1.14,6.45,1.15,5.01,1.17,6.45,1.2,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Sela D.,Davydenko N.,Davydenko N.,113.0,40.0,487.0,1015.0,4.63,1.18,6-3 1-6 5-7 3-6,completed,market_average,5.5,1.14,4.3,1.26,4.63,1.18,5.58,1.26,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Volandri F.,Simon G.,16.0,87.0,2145.0,582.0,1.03,11.93,2-6 6-3 6-2 6-2,completed,market_average,1.04,13.0,1.05,13.5,1.03,11.93,1.05,17.0,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Sousa J.,Smith J.P.,Sousa J.,100.0,237.0,552.0,201.0,1.67,2.16,6-4 6-1 6-4,completed,market_average,1.61,2.2,1.79,2.15,1.67,2.16,1.8,2.26,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Tomic B.,Mayer L.,Tomic B.,43.0,72.0,985.0,702.0,1.06,8.87,6-3 6-2 6-3,completed,market_average,1.05,11.0,1.07,10.5,1.06,8.87,1.1,13.0,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Williams R.,Mayer F.,Mayer F.,194.0,28.0,253.0,1215.0,5.01,1.16,6-2 6-3 2-6 6-7 1-6,completed,market_average,5.5,1.14,5.83,1.17,5.01,1.16,7.5,1.2,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Zeballos H.,Seppi A.,Seppi A.,67.0,23.0,725.0,1595.0,4.19,1.22,2-6 4-6 2-6,completed,market_average,4.33,1.2,4.61,1.24,4.19,1.22,4.95,1.26,-1.0,-1.0
Australian Open,2013-01-15,Grand Slam,Outdoor,Hard,1st Round,5,Zemlja G.,Granollers M.,Granollers M.,58.0,32.0,770.0,1125.0,2.27,1.62,6-7 6-7 0-1,retired,market_average,2.2,1.61,2.47,1.61,2.27,1.62,2.5,1.71,-1.0,-1.0
Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Anderson K.,Kuznetsov An.,Anderson K.,31.0,79.0,1170.0,660.0,1.17,4.9,6-1 7-5 6-4,completed,market_average,1.16,5.0,1.17,5.8,1.17,4.9,1.2,6.7,-1.0,-1.0
Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Baker B.,Querrey S.,Querrey S.,57.0,22.0,776.0,1650.0,4.83,1.18,7-6 1-1,retired,market_average,5.5,1.14,5.7,1.18,4.83,1.18,5.7,1.2,-1.0,-1.0
Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Berlocq C.,Nishikori K.,Nishikori K.,68.0,18.0,720.0,1870.0,9.34,1.06,6-7 4-6 1-6,completed,market_average,11.0,1.05,13.0,1.05,9.34,1.06,14.0,1.08,-1.0,-1.0
Australian Open,2013-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Harrison R.,Djokovic N.,1.0,62.0,12920.0,754.0,1.01,23.38,6-1 6-2 6-3,completed,market_average,1.002,34.0,1.01,31.0,1.01,23.38,1.02,51.0,-1.0,-1.0
