Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score,Status,Odds_source,B365_1,B365_2,Pinnacle_1,Pinnacle_2,Avg_1,Avg_2,Max_1,Max_2,Betfair_1,Betfair_2
Western & Southern Financial Group Women's Open,2010-08-09,Premier,Outdoor,Hard,1st Round,3,Peer S.,Govortsova O.,Peer S.,17.0,45.0,3175.0,1265.0,1.35,3.09,6-3 4-1,retired,market_average,1.33,3.25,1.43,3.11,1.35,3.09,1.43,3.44,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-09,Premier,Outdoor,Hard,1st Round,3,Rezai A.,Jovanovski B.,Jovanovski B.,19.0,98.0,3045.0,696.0,1.23,4.0,6-4 3-6 4-6,completed,market_average,1.16,4.5,1.25,4.5,1.23,4.0,1.25,5.0,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-09,Premier,Outdoor,Hard,1st Round,3,Vinci R.,Safina D.,Safina D.,55.0,35.0,1130.0,1453.0,2.72,1.43,5-7 4-6,completed,market_average,2.75,1.4,2.94,1.47,2.72,1.43,3.0,1.5,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-10,Premier,Outdoor,Hard,1st Round,3,Bammer S.,Cirstea S.,Bammer S.,72.0,74.0,960.0,898.0,2.34,1.57,7-6 6-2,completed,market_average,2.37,1.53,2.41,1.65,2.34,1.57,2.5,1.66,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-10,Premier,Outdoor,Hard,1st Round,3,Bondarenko K.,Kirilenko M.,Kirilenko M.,43.0,28.0,1288.0,2085.0,2.97,1.37,1-6 3-6,completed,market_average,3.0,1.36,3.06,1.44,2.97,1.37,3.25,1.44,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-10,Premier,Outdoor,Hard,1st Round,3,Ivanovic A.,Azarenka V.,Ivanovic A.,62.0,12.0,1037.0,3490.0,4.32,1.2,2-6 7-6 6-2,completed,market_average,4.5,1.16,5.17,1.21,4.32,1.2,5.17,1.25,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-10,Premier,Outdoor,Hard,1st Round,3,Mchale C.,Petrova N.,Mchale C.,132.0,21.0,487.0,2957.0,4.5,1.19,7-6 5-3,retired,market_average,4.5,1.16,5.05,1.22,4.5,1.19,5.3,1.22,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-10,Premier,Outdoor,Hard,1st Round,3,Oudin M.,Vesnina E.,Vesnina E.,42.0,49.0,1301.0,1235.0,2.16,1.66,2-6 3-6,completed,market_average,2.2,1.61,2.26,1.73,2.16,1.66,2.27,1.73,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-10,Premier,Outdoor,Hard,1st Round,3,Pavlyuchenkova A.,Hantuchova D.,Pavlyuchenkova A.,25.0,24.0,2170.0,2185.0,1.77,1.97,6-3 6-4,completed,market_average,1.72,2.0,1.88,2.04,1.77,1.97,1.91,2.1,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-10,Premier,Outdoor,Hard,1st Round,3,Safarova L.,Dulko G.,Dulko G.,26.0,46.0,2135.0,1262.0,1.42,2.79,4-6 3-6,completed,market_average,1.36,3.0,1.45,3.01,1.42,2.79,1.5,3.1,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-10,Premier,Outdoor,Hard,1st Round,3,Vandeweghe C.,Petkovic A.,Petkovic A.,168.0,39.0,360.0,1400.0,3.17,1.33,6-7 1-6,completed,market_average,3.4,1.3,3.64,1.34,3.17,1.33,3.64,1.38,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-10,Premier,Outdoor,Hard,1st Round,3,Wickmayer Y.,Arn G.,Wickmayer Y.,16.0,104.0,3185.0,652.0,1.12,5.75,6-2 6-2,completed,market_average,1.08,7.0,1.14,6.93,1.12,5.75,1.15,7.15,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-10,Premier,Outdoor,Hard,1st Round,3,Zheng J.,Pennetta F.,Pennetta F.,23.0,18.0,2236.0,3100.0,3.06,1.36,4-6 2-6,completed,market_average,3.25,1.33,3.22,1.41,3.06,1.36,3.3,1.41,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-10,Premier,Outdoor,Hard,2nd Round,3,Bondarenko A.,Bartoli M.,Bartoli M.,31.0,20.0,1881.0,3016.0,3.05,1.35,6-7 1-6,completed,market_average,3.25,1.33,3.41,1.38,3.05,1.35,3.41,1.4,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-11,Premier,Outdoor,Hard,1st Round,3,Kuznetsova S.,Sharapova M.,Sharapova M.,14.0,15.0,3350.0,3260.0,2.37,1.55,4-6 6-1 2-6,completed,market_average,2.37,1.53,2.65,1.56,2.37,1.55,2.65,1.62,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-11,Premier,Outdoor,Hard,2nd Round,3,Amanmuradova A.,Jovanovski B.,Amanmuradova A.,114.0,98.0,619.0,696.0,1.78,1.97,6-2 6-0,completed,market_average,1.72,2.0,1.8,2.14,1.78,1.97,1.9,2.14,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-11,Premier,Outdoor,Hard,2nd Round,3,Jankovic J.,Dushevina V.,Jankovic J.,2.0,71.0,5900.0,970.0,1.46,2.62,6-4 3-6 6-1,completed,market_average,1.4,2.75,1.5,2.82,1.46,2.62,1.52,2.82,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-11,Premier,Outdoor,Hard,2nd Round,3,Kirilenko M.,Zvonareva V.,Zvonareva V.,28.0,10.0,2085.0,3905.0,2.59,1.47,5-7 6-2 6-7,completed,market_average,2.62,1.44,2.86,1.49,2.59,1.47,2.86,1.55,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-11,Premier,Outdoor,Hard,2nd Round,3,Li N.,Errani S.,Li N.,11.0,36.0,3826.0,1450.0,1.22,4.05,6-2 6-2,completed,market_average,1.2,4.33,1.27,4.26,1.22,4.05,1.27,4.45,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-11,Premier,Outdoor,Hard,2nd Round,3,Llagostera Vives N.,Peer S.,Peer S.,154.0,17.0,402.0,3175.0,5.2,1.15,3-6 2-6,completed,market_average,5.5,1.12,5.96,1.17,5.2,1.15,5.96,1.18,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-11,Premier,Outdoor,Hard,2nd Round,3,Niculescu M.,Pennetta F.,Pennetta F.,102.0,18.0,656.0,3100.0,5.63,1.13,0-6 1-6,completed,market_average,5.5,1.12,5.88,1.18,5.63,1.13,7.0,1.18,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-11,Premier,Outdoor,Hard,2nd Round,3,Schiavone F.,Vesnina E.,Vesnina E.,8.0,49.0,4285.0,1235.0,1.94,1.8,4-6 4-6,completed,market_average,1.9,1.8,2.06,1.88,1.94,1.8,2.06,1.91,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-11,Premier,Outdoor,Hard,2nd Round,3,Shvedova Y.,Ivanovic A.,Ivanovic A.,32.0,62.0,1760.0,1037.0,2.13,1.67,1-6 5-7,completed,market_average,2.1,1.66,2.24,1.75,2.13,1.67,2.25,1.8,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-11,Premier,Outdoor,Hard,2nd Round,3,Wickmayer Y.,Dulko G.,Wickmayer Y.,16.0,46.0,3185.0,1262.0,1.32,3.27,7-6 6-2,completed,market_average,1.33,3.25,1.37,3.46,1.32,3.27,1.37,3.5,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-12,Premier,Outdoor,Hard,2nd Round,3,Mchale C.,Morita A.,Mchale C.,132.0,90.0,487.0,737.0,1.77,1.99,6-2 6-4,completed,market_average,1.72,2.0,1.88,2.05,1.77,1.99,1.88,2.1,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-12,Premier,Outdoor,Hard,2nd Round,3,Pavlyuchenkova A.,Dementieva E.,Pavlyuchenkova A.,25.0,6.0,2170.0,4590.0,2.31,1.58,6-1 6-3,completed,market_average,2.37,1.53,2.47,1.63,2.31,1.58,2.5,1.67,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-12,Premier,Outdoor,Hard,2nd Round,3,Petkovic A.,Sharapova M.,Sharapova M.,39.0,15.0,1400.0,3260.0,4.43,1.2,3-6 1-6,completed,market_average,4.5,1.16,4.59,1.25,4.43,1.2,5.0,1.25,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-12,Premier,Outdoor,Hard,2nd Round,3,Radwanska A.,Kleybanova A.,Radwanska A.,9.0,27.0,4070.0,2110.0,1.45,2.67,6-4 6-2,completed,market_average,1.4,2.75,1.5,2.83,1.45,2.67,1.57,2.83,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-12,Premier,Outdoor,Hard,2nd Round,3,Safina D.,Clijsters K.,Clijsters K.,35.0,7.0,1453.0,4510.0,4.63,1.18,5-7 2-6,completed,market_average,4.5,1.16,4.68,1.24,4.63,1.18,5.5,1.24,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-12,Premier,Outdoor,Hard,2nd Round,3,Wozniacki C.,Bammer S.,Wozniacki C.,3.0,72.0,5710.0,960.0,1.16,4.99,6-0 6-2,completed,market_average,1.14,5.0,1.19,5.6,1.16,4.99,1.19,5.8,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-12,Premier,Outdoor,Hard,3rd Round,3,Bartoli M.,Wozniacki C.,Bartoli M.,20.0,3.0,3016.0,5710.0,2.56,1.49,6-4 6-1,completed,market_average,2.5,1.5,2.54,1.6,2.56,1.49,2.8,1.6,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-12,Premier,Outdoor,Hard,3rd Round,3,Jankovic J.,Amanmuradova A.,Amanmuradova A.,2.0,114.0,5900.0,619.0,1.14,5.32,6-7 4-6,completed,market_average,1.14,5.0,1.18,5.89,1.14,5.32,1.2,6.0,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-12,Premier,Outdoor,Hard,3rd Round,3,Li N.,Wickmayer Y.,Wickmayer Y.,11.0,16.0,3826.0,3185.0,1.55,2.37,6-2 2-6 6-7,completed,market_average,1.5,2.5,1.61,2.51,1.55,2.37,1.62,2.69,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-12,Premier,Outdoor,Hard,3rd Round,3,Pavlyuchenkova A.,Peer S.,Pavlyuchenkova A.,25.0,17.0,2170.0,3175.0,1.7,2.1,5-7 6-4 6-4,completed,market_average,1.66,2.1,1.8,2.15,1.7,2.1,1.8,2.25,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-12,Premier,Outdoor,Hard,3rd Round,3,Radwanska A.,Sharapova M.,Sharapova M.,9.0,15.0,4070.0,3260.0,2.57,1.48,2-6 3-6,completed,market_average,2.62,1.44,2.56,1.59,2.57,1.48,2.75,1.59,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-12,Premier,Outdoor,Hard,3rd Round,3,Vesnina E.,Ivanovic A.,Ivanovic A.,49.0,62.0,1235.0,1037.0,2.14,1.67,0-6 3-6,completed,market_average,2.1,1.66,2.22,1.76,2.14,1.67,2.32,1.78,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-12,Premier,Outdoor,Hard,3rd Round,3,Zvonareva V.,Pennetta F.,Pennetta F.,10.0,18.0,3905.0,3100.0,2.16,1.66,4-6 3-6,completed,market_average,2.1,1.66,2.4,1.66,2.16,1.66,2.4,1.73,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-13,Premier,Outdoor,Hard,3rd Round,3,Mchale C.,Clijsters K.,Clijsters K.,132.0,7.0,487.0,4510.0,8.33,1.07,1-6 1-6,completed,market_average,7.5,1.07,10.75,1.08,8.33,1.07,11.12,1.1,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-13,Premier,Outdoor,Hard,Quarterfinals,3,Amanmuradova A.,Ivanovic A.,Ivanovic A.,114.0,62.0,619.0,1037.0,3.35,1.31,1-6 3-6,completed,market_average,3.25,1.33,3.85,1.32,3.35,1.31,3.85,1.36,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-13,Premier,Outdoor,Hard,Quarterfinals,3,Clijsters K.,Pennetta F.,Clijsters K.,7.0,18.0,4510.0,3100.0,1.29,3.48,7-6 6-4,completed,market_average,1.28,3.5,1.27,4.33,1.29,3.48,1.35,4.59,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-13,Premier,Outdoor,Hard,Quarterfinals,3,Wickmayer Y.,Pavlyuchenkova A.,Pavlyuchenkova A.,16.0,25.0,3185.0,2170.0,1.84,1.9,5-7 6-3 1-6,completed,market_average,1.83,1.83,1.83,2.11,1.84,1.9,1.95,2.11,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-14,Premier,Outdoor,Hard,Quarterfinals,3,Bartoli M.,Sharapova M.,Sharapova M.,20.0,15.0,3016.0,3260.0,3.27,1.32,1-6 4-6,completed,market_average,3.4,1.3,3.58,1.35,3.27,1.32,3.6,1.36,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-14,Premier,Outdoor,Hard,Semifinals,3,Ivanovic A.,Clijsters K.,Clijsters K.,62.0,7.0,1037.0,4510.0,3.71,1.26,2-1,retired,market_average,4.0,1.25,4.03,1.29,3.71,1.26,4.33,1.35,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-15,Premier,Outdoor,Hard,Semifinals,3,Sharapova M.,Pavlyuchenkova A.,Sharapova M.,15.0,25.0,3260.0,2170.0,1.23,4.01,6-4 3-6 6-2,completed,market_average,1.25,4.0,1.23,4.88,1.23,4.01,1.29,4.88,-1.0,-1.0
Western & Southern Financial Group Women's Open,2010-08-15,Premier,Outdoor,Hard,The Final,3,Sharapova M.,Clijsters K.,Clijsters K.,15.0,7.0,3260.0,4510.0,2.35,1.58,6-2 6-7 2-6,completed,market_average,2.5,1.53,2.58,1.58,2.35,1.58,2.6,1.65,-1.0,-1.0
Rogers Cup,2010-08-16,Premier,Outdoor,Hard,1st Round,3,Bacsinszky T.,Wozniak A.,Bacsinszky T.,49.0,53.0,1215.0,1140.0,1.9,1.84,6-3 6-2,completed,market_average,2.0,1.72,2.06,1.87,1.9,1.84,2.06,1.97,-1.0,-1.0
Rogers Cup,2010-08-16,Premier,Outdoor,Hard,1st Round,3,Bammer S.,Dulgheru A.,Bammer S.,80.0,29.0,830.0,2005.0,2.39,1.55,6-2 3-6 6-3,completed,market_average,2.37,1.53,2.38,1.67,2.39,1.55,2.63,1.67,-1.0,-1.0
Rogers Cup,2010-08-16,Premier,Outdoor,Hard,1st Round,3,Bondarenko A.,Groth J.,Groth J.,30.0,64.0,1891.0,1011.0,2.33,1.57,6-7 2-6,completed,market_average,2.37,1.53,2.5,1.61,2.33,1.57,2.55,1.64,-1.0,-1.0
Rogers Cup,2010-08-16,Premier,Outdoor,Hard,1st Round,3,Errani S.,Benesova I.,Benesova I.,35.0,75.0,1460.0,890.0,1.52,2.46,3-6 2-6,completed,market_average,1.57,2.25,1.59,2.56,1.52,2.46,1.59,2.6,-1.0,-1.0
Rogers Cup,2010-08-16,Premier,Outdoor,Hard,1st Round,3,Kanepi K.,Peer S.,Kanepi K.,34.0,18.0,1614.0,3175.0,2.36,1.56,6-3 6-3,completed,market_average,2.37,1.53,2.52,1.61,2.36,1.56,2.8,1.61,-1.0,-1.0
Rogers Cup,2010-08-16,Premier,Outdoor,Hard,1st Round,3,King V.,Medina Garrigues A.,King V.,79.0,47.0,835.0,1250.0,1.55,2.43,4-6 6-1 6-2,completed,market_average,1.5,2.5,1.58,2.58,1.55,2.43,1.6,2.6,-1.0,-1.0
Rogers Cup,2010-08-16,Premier,Outdoor,Hard,1st Round,3,Razzano V.,Schnyder P.,Schnyder P.,114.0,52.0,614.0,1150.0,1.86,1.87,7-6 5-7 3-6,completed,market_average,1.83,1.83,1.98,1.94,1.86,1.87,2.0,1.99,-1.0,-1.0
Rogers Cup,2010-08-16,Premier,Outdoor,Hard,1st Round,3,Rezai A.,Kvitova P.,Rezai A.,19.0,31.0,3045.0,1888.0,1.62,2.24,6-7 7-5 6-3,completed,market_average,1.61,2.2,1.65,2.41,1.62,2.24,1.69,2.41,-1.0,-1.0
Rogers Cup,2010-08-16,Premier,Outdoor,Hard,1st Round,3,Safina D.,Petkovic A.,Safina D.,70.0,36.0,973.0,1450.0,2.05,1.73,6-3 6-3,completed,market_average,2.0,1.72,2.11,1.84,2.05,1.73,2.2,1.84,-1.0,-1.0
Rogers Cup,2010-08-16,Premier,Outdoor,Hard,1st Round,3,Shvedova Y.,Kerber A.,Shvedova Y.,32.0,48.0,1790.0,1219.0,1.63,2.2,6-7 6-1 6-4,completed,market_average,1.61,2.2,1.67,2.38,1.63,2.2,1.72,2.42,-1.0,-1.0
Rogers Cup,2010-08-16,Premier,Outdoor,Hard,1st Round,3,Wickmayer Y.,Govortsova O.,Wickmayer Y.,15.0,51.0,3320.0,1176.0,1.25,3.79,6-3 7-6,completed,market_average,1.2,4.33,1.25,4.55,1.25,3.79,1.29,4.55,-1.0,-1.0
Rogers Cup,2010-08-17,Premier,Outdoor,Hard,1st Round,3,Bondarenko K.,Azarenka V.,Azarenka V.,50.0,13.0,1199.0,3450.0,7.57,1.07,1-6 1-6,completed,market_average,8.0,1.06,9.05,1.1,7.57,1.07,9.5,1.1,-1.0,-1.0
Rogers Cup,2010-08-17,Premier,Outdoor,Hard,1st Round,3,Cibulkova D.,Kirilenko M.,Kirilenko M.,45.0,27.0,1265.0,2095.0,2.42,1.53,0-6 3-6,completed,market_average,2.5,1.5,2.45,1.64,2.42,1.53,2.65,1.65,-1.0,-1.0
Rogers Cup,2010-08-17,Premier,Outdoor,Hard,1st Round,3,Dulko G.,Szavay A.,Szavay A.,40.0,37.0,1331.0,1410.0,2.04,1.72,4-6 6-4 6-7,completed,market_average,2.0,1.72,2.03,1.9,2.04,1.72,2.22,1.9,-1.0,-1.0
Rogers Cup,2010-08-17,Premier,Outdoor,Hard,1st Round,3,El Tabakh H.,Kleybanova A.,Kleybanova A.,211.0,26.0,251.0,2120.0,5.71,1.13,1-6 2-6,completed,market_average,6.0,1.11,7.14,1.14,5.71,1.13,7.59,1.17,-1.0,-1.0
Rogers Cup,2010-08-17,Premier,Outdoor,Hard,1st Round,3,Kuznetsova S.,Pavlyuchenkova A.,Kuznetsova S.,16.0,22.0,3241.0,2505.0,1.58,2.32,7-5 4-6 6-1,completed,market_average,1.53,2.37,1.58,2.56,1.58,2.32,1.67,2.6,-1.0,-1.0
Rogers Cup,2010-08-17,Premier,Outdoor,Hard,1st Round,3,Makarova E.,Hradecka L.,Makarova E.,66.0,124.0,1005.0,532.0,1.46,2.62,6-0 6-4,completed,market_average,1.4,2.75,1.49,2.86,1.46,2.62,1.52,2.86,-1.0,-1.0
Rogers Cup,2010-08-17,Premier,Outdoor,Hard,1st Round,3,Mattek-Sands B.,Oudin M.,Mattek-Sands B.,101.0,44.0,708.0,1272.0,1.68,2.13,6-1 6-4,completed,market_average,1.66,2.1,1.69,2.33,1.68,2.13,1.8,2.48,-1.0,-1.0
Rogers Cup,2010-08-17,Premier,Outdoor,Hard,1st Round,3,Niculescu M.,Date Krumm K.,Date Krumm K.,92.0,54.0,746.0,1131.0,1.59,2.29,6-7 6-4 2-6,completed,market_average,1.61,2.2,1.6,2.55,1.59,2.29,1.67,2.77,-1.0,-1.0
Rogers Cup,2010-08-17,Premier,Outdoor,Hard,1st Round,3,Pennetta F.,Hantuchova D.,Pennetta F.,20.0,28.0,2975.0,2045.0,1.41,2.8,6-0 7-5,completed,market_average,1.4,2.75,1.48,2.9,1.41,2.8,1.51,3.0,-1.0,-1.0
Rogers Cup,2010-08-17,Premier,Outdoor,Hard,1st Round,3,Petrova N.,Safarova L.,Petrova N.,21.0,25.0,2957.0,2135.0,1.63,2.21,7-5 4-6 6-3,completed,market_average,1.61,2.2,1.68,2.36,1.63,2.21,1.71,2.36,-1.0,-1.0
Rogers Cup,2010-08-17,Premier,Outdoor,Hard,1st Round,3,Tetreault V.,Bartoli M.,Bartoli M.,172.0,17.0,340.0,3240.0,9.19,1.06,1-6 0-6,completed,market_average,9.0,1.05,11.25,1.07,9.19,1.06,13.6,1.09,-1.0,-1.0
Rogers Cup,2010-08-17,Premier,Outdoor,Hard,1st Round,3,Zakopalova K.,Dubois S.,Zakopalova K.,38.0,136.0,1403.0,484.0,1.27,3.6,4-6 7-5 6-3,completed,market_average,1.25,3.75,1.34,3.65,1.27,3.6,1.34,4.05,-1.0,-1.0
Rogers Cup,2010-08-17,Premier,Outdoor,Hard,1st Round,3,Zheng J.,Srebotnik K.,Zheng J.,24.0,228.0,2236.0,228.0,1.32,3.26,6-3 6-2,completed,market_average,1.28,3.5,1.39,3.33,1.32,3.26,1.39,3.6,-1.0,-1.0
Rogers Cup,2010-08-17,Premier,Outdoor,Hard,2nd Round,3,Benesova I.,Jankovic J.,Benesova I.,75.0,3.0,890.0,5225.0,3.94,1.23,7-6 6-3,completed,market_average,4.0,1.22,4.64,1.24,3.94,1.23,4.64,1.29,-1.0,-1.0
Rogers Cup,2010-08-17,Premier,Outdoor,Hard,2nd Round,3,Zvonareva V.,Shvedova Y.,Zvonareva V.,11.0,32.0,3920.0,1790.0,1.34,3.16,6-2 6-1,completed,market_average,1.3,3.4,1.32,3.79,1.34,3.16,1.38,3.79,-1.0,-1.0
Rogers Cup,2010-08-18,Premier,Outdoor,Hard,2nd Round,3,Azarenka V.,Kirilenko M.,Azarenka V.,13.0,27.0,3450.0,2095.0,1.26,3.68,6-4 6-1,completed,market_average,1.25,3.75,1.27,4.26,1.26,3.68,1.31,4.26,-1.0,-1.0
Rogers Cup,2010-08-18,Premier,Outdoor,Hard,2nd Round,3,Bartoli M.,Date Krumm K.,Bartoli M.,17.0,54.0,3240.0,1131.0,1.11,6.11,,walkover,market_average,1.08,7.0,1.13,7.65,1.11,6.11,1.15,7.7,-1.0,-1.0
Rogers Cup,2010-08-18,Premier,Outdoor,Hard,2nd Round,3,Dementieva E.,Zakopalova K.,Dementieva E.,8.0,38.0,4241.0,1403.0,1.21,4.11,6-2 6-4,completed,market_average,1.2,4.33,1.23,4.8,1.21,4.11,1.26,4.8,-1.0,-1.0
Rogers Cup,2010-08-18,Premier,Outdoor,Hard,2nd Round,3,Groth J.,Li N.,Li N.,64.0,10.0,1011.0,3950.0,2.76,1.42,3-6 2-6,completed,market_average,2.62,1.44,3.07,1.44,2.76,1.42,3.1,1.48,-1.0,-1.0
Rogers Cup,2010-08-18,Premier,Outdoor,Hard,2nd Round,3,Kanepi K.,Bammer S.,Kanepi K.,34.0,80.0,1614.0,830.0,1.3,3.4,7-5 6-2,completed,market_average,1.28,3.5,1.32,3.8,1.3,3.4,1.34,3.8,-1.0,-1.0
Rogers Cup,2010-08-18,Premier,Outdoor,Hard,2nd Round,3,King V.,Radwanska A.,Radwanska A.,79.0,9.0,835.0,4070.0,5.71,1.12,0-6 3-6,completed,market_average,6.5,1.1,6.69,1.15,5.71,1.12,7.0,1.17,-1.0,-1.0
Rogers Cup,2010-08-18,Premier,Outdoor,Hard,2nd Round,3,Kuznetsova S.,Bacsinszky T.,Kuznetsova S.,16.0,49.0,3241.0,1215.0,1.14,5.45,7-6 6-4,completed,market_average,1.11,6.0,1.15,6.65,1.14,5.45,1.17,6.65,-1.0,-1.0
Rogers Cup,2010-08-18,Premier,Outdoor,Hard,2nd Round,3,Makarova E.,Schiavone F.,Schiavone F.,66.0,7.0,1005.0,4285.0,1.87,1.86,4-6 7-6 2-6,completed,market_average,1.9,1.8,2.02,1.91,1.87,1.86,2.02,1.95,-1.0,-1.0
Rogers Cup,2010-08-18,Premier,Outdoor,Hard,2nd Round,3,Mattek-Sands B.,Clijsters K.,Clijsters K.,101.0,4.0,708.0,5210.0,8.33,1.06,6-4 4-6 3-6,completed,market_average,8.0,1.06,10.75,1.08,8.33,1.06,11.5,1.1,-1.0,-1.0
Rogers Cup,2010-08-18,Premier,Outdoor,Hard,2nd Round,3,Pennetta F.,Kleybanova A.,Pennetta F.,20.0,26.0,2975.0,2120.0,1.41,2.8,6-3 6-3,completed,market_average,1.36,3.0,1.43,3.14,1.41,2.8,1.45,3.17,-1.0,-1.0
Rogers Cup,2010-08-18,Premier,Outdoor,Hard,2nd Round,3,Safina D.,Petrova N.,Safina D.,70.0,21.0,973.0,2957.0,2.06,1.72,7-5 4-6 6-4,completed,market_average,2.1,1.66,2.12,1.83,2.06,1.72,2.2,1.85,-1.0,-1.0
Rogers Cup,2010-08-18,Premier,Outdoor,Hard,2nd Round,3,Schnyder P.,Wozniacki C.,Wozniacki C.,52.0,2.0,1150.0,5635.0,5.41,1.14,5-7 5-7,completed,market_average,6.0,1.11,6.39,1.16,5.41,1.14,6.39,1.17,-1.0,-1.0
Rogers Cup,2010-08-18,Premier,Outdoor,Hard,2nd Round,3,Szavay A.,Wickmayer Y.,Szavay A.,37.0,15.0,1410.0,3320.0,3.01,1.36,6-7 6-3 6-4,completed,market_average,3.0,1.36,3.18,1.42,3.01,1.36,3.28,1.42,-1.0,-1.0
Rogers Cup,2010-08-19,Premier,Outdoor,Hard,2nd Round,3,Rezai A.,Zheng J.,Zheng J.,19.0,24.0,3045.0,2236.0,2.08,1.72,7-5 6-7 1-6,completed,market_average,2.2,1.61,2.2,1.77,2.08,1.72,2.2,2.3,-1.0,-1.0
Rogers Cup,2010-08-19,Premier,Outdoor,Hard,3rd Round,3,Benesova I.,Bartoli M.,Bartoli M.,75.0,17.0,890.0,3240.0,4.3,1.2,0-6 1-6,completed,market_average,4.5,1.16,4.26,1.27,4.3,1.2,5.0,1.27,-1.0,-1.0
Rogers Cup,2010-08-19,Premier,Outdoor,Hard,3rd Round,3,Clijsters K.,Kanepi K.,Clijsters K.,4.0,34.0,5210.0,1614.0,1.21,4.17,6-2 6-1,completed,market_average,1.22,4.0,1.29,4.14,1.21,4.17,1.29,5.0,-1.0,-1.0
Rogers Cup,2010-08-19,Premier,Outdoor,Hard,3rd Round,3,Dementieva E.,Zheng J.,Zheng J.,8.0,24.0,4241.0,2236.0,1.38,2.92,6-7 4-6,completed,market_average,1.4,2.75,1.34,3.67,1.38,2.92,1.45,3.67,-1.0,-1.0
Rogers Cup,2010-08-19,Premier,Outdoor,Hard,3rd Round,3,Kuznetsova S.,Radwanska A.,Kuznetsova S.,16.0,9.0,3241.0,4070.0,1.69,2.11,6-4 1-6 6-3,completed,market_average,1.8,1.9,1.65,2.42,1.69,2.11,1.83,2.42,-1.0,-1.0
Rogers Cup,2010-08-19,Premier,Outdoor,Hard,3rd Round,3,Li N.,Azarenka V.,Azarenka V.,10.0,13.0,3950.0,3450.0,2.56,1.48,3-6 3-6,completed,market_average,2.5,1.5,2.66,1.55,2.56,1.48,2.75,1.56,-1.0,-1.0
Rogers Cup,2010-08-19,Premier,Outdoor,Hard,3rd Round,3,Pennetta F.,Wozniacki C.,Wozniacki C.,20.0,2.0,2975.0,5635.0,1.73,2.04,6-4 3-6 1-6,completed,market_average,1.66,2.1,1.76,2.22,1.73,2.04,1.83,2.22,-1.0,-1.0
Rogers Cup,2010-08-19,Premier,Outdoor,Hard,3rd Round,3,Szavay A.,Zvonareva V.,Zvonareva V.,37.0,11.0,1410.0,3920.0,2.99,1.36,3-6 3-6,completed,market_average,3.0,1.36,3.21,1.41,2.99,1.36,3.25,1.41,-1.0,-1.0
